device_id,timestamp,temp_c,moisture,tds_ppm,water_dist_cm,water_low,salinity_ohm,salinity_type,water_temp_c,raw_json
esp32_dht22,833819,22.8,25.8,0.0,193.0,True,-1.0,Seawater,19.81,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""833819"", ""readings"": {""temp_c"": 22.8, ""moisture"": 25.8, ""tds_ppm"": 0.0, ""water_dist_cm"": 193.0, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.81}}"
esp32_dht22,847293,22.7,25.8,0.0,192.5,True,-1.0,Seawater,19.75,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""847293"", ""readings"": {""temp_c"": 22.7, ""moisture"": 25.8, ""tds_ppm"": 0.0, ""water_dist_cm"": 192.5, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.75}}"
esp32_dht22,860916,22.6,25.9,0.0,192.6,True,-1.0,Seawater,19.75,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""860916"", ""readings"": {""temp_c"": 22.6, ""moisture"": 25.9, ""tds_ppm"": 0.0, ""water_dist_cm"": 192.6, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.75}}"
esp32_dht22,874637,22.5,25.9,0.0,193.0,True,-1.0,Seawater,19.69,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""874637"", ""readings"": {""temp_c"": 22.5, ""moisture"": 25.9, ""tds_ppm"": 0.0, ""water_dist_cm"": 193.0, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.69}}"
esp32_dht22,888150,22.4,25.9,0.0,193.0,True,-1.0,Seawater,19.69,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""888150"", ""readings"": {""temp_c"": 22.4, ""moisture"": 25.9, ""tds_ppm"": 0.0, ""water_dist_cm"": 193.0, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.69}}"
esp32_dht22,901640,22.3,25.9,0.0,193.0,True,-1.0,Seawater,19.62,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""901640"", ""readings"": {""temp_c"": 22.3, ""moisture"": 25.9, ""tds_ppm"": 0.0, ""water_dist_cm"": 193.0, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.62}}"
esp32_dht22,915185,22.3,25.9,0.0,192.7,True,-1.0,Seawater,19.56,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""915185"", ""readings"": {""temp_c"": 22.3, ""moisture"": 25.9, ""tds_ppm"": 0.0, ""water_dist_cm"": 192.7, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.56}}"
esp32_dht22,928661,22.2,26.0,0.0,192.7,True,-1.0,Seawater,19.5,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""928661"", ""readings"": {""temp_c"": 22.2, ""moisture"": 26.0, ""tds_ppm"": 0.0, ""water_dist_cm"": 192.7, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.5}}"
esp32_dht22,942136,22.1,26.0,0.0,193.2,True,-1.0,Seawater,19.5,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""942136"", ""readings"": {""temp_c"": 22.1, ""moisture"": 26.0, ""tds_ppm"": 0.0, ""water_dist_cm"": 193.2, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.5}}"
esp32_dht22,955638,22.1,26.1,0.0,192.7,True,-1.0,Seawater,19.44,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""955638"", ""readings"": {""temp_c"": 22.1, ""moisture"": 26.1, ""tds_ppm"": 0.0, ""water_dist_cm"": 192.7, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.44}}"
esp32_dht22,969128,22.0,26.1,0.0,193.0,True,-1.0,Seawater,19.44,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""969128"", ""readings"": {""temp_c"": 22.0, ""moisture"": 26.1, ""tds_ppm"": 0.0, ""water_dist_cm"": 193.0, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.44}}"
esp32_dht22,982682,21.9,26.2,0.0,193.0,True,-1.0,Seawater,19.37,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""982682"", ""readings"": {""temp_c"": 21.9, ""moisture"": 26.2, ""tds_ppm"": 0.0, ""water_dist_cm"": 193.0, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.37}}"
esp32_dht22,996158,21.9,26.3,0.0,193.0,True,-1.0,Seawater,19.37,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""996158"", ""readings"": {""temp_c"": 21.9, ""moisture"": 26.3, ""tds_ppm"": 0.0, ""water_dist_cm"": 193.0, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.37}}"
esp32_dht22,1009657,21.8,26.4,0.0,192.8,True,-1.0,Seawater,19.31,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""1009657"", ""readings"": {""temp_c"": 21.8, ""moisture"": 26.4, ""tds_ppm"": 0.0, ""water_dist_cm"": 192.8, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.31}}"
esp32_dht22,1023104,21.8,26.4,0.0,192.7,True,-1.0,Seawater,19.25,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""1023104"", ""readings"": {""temp_c"": 21.8, ""moisture"": 26.4, ""tds_ppm"": 0.0, ""water_dist_cm"": 192.7, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.25}}"
esp32_dht22,1036586,21.8,26.4,0.0,192.3,True,-1.0,Seawater,19.25,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""1036586"", ""readings"": {""temp_c"": 21.8, ""moisture"": 26.4, ""tds_ppm"": 0.0, ""water_dist_cm"": 192.3, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.25}}"
esp32_dht22,1050065,21.7,26.4,0.0,192.6,True,-1.0,Seawater,19.19,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""1050065"", ""readings"": {""temp_c"": 21.7, ""moisture"": 26.4, ""tds_ppm"": 0.0, ""water_dist_cm"": 192.6, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.19}}"
esp32_dht22,1063674,21.7,26.4,0.0,192.5,True,-1.0,Seawater,19.19,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""1063674"", ""readings"": {""temp_c"": 21.7, ""moisture"": 26.4, ""tds_ppm"": 0.0, ""water_dist_cm"": 192.5, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.19}}"
esp32_dht22,1077300,21.7,26.4,0.0,192.6,True,-1.0,Seawater,19.19,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""1077300"", ""readings"": {""temp_c"": 21.7, ""moisture"": 26.4, ""tds_ppm"": 0.0, ""water_dist_cm"": 192.6, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.19}}"
esp32_dht22,1090813,21.7,26.3,0.0,192.4,True,-1.0,Seawater,19.19,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""1090813"", ""readings"": {""temp_c"": 21.7, ""moisture"": 26.3, ""tds_ppm"": 0.0, ""water_dist_cm"": 192.4, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.19}}"
esp32_dht22,1104294,21.7,26.3,0.0,192.4,True,-1.0,Seawater,19.12,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""1104294"", ""readings"": {""temp_c"": 21.7, ""moisture"": 26.3, ""tds_ppm"": 0.0, ""water_dist_cm"": 192.4, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.12}}"
esp32_dht22,1117968,21.7,26.4,0.0,192.5,True,-1.0,Seawater,19.19,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""1117968"", ""readings"": {""temp_c"": 21.7, ""moisture"": 26.4, ""tds_ppm"": 0.0, ""water_dist_cm"": 192.5, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.19}}"
esp32_dht22,1131465,21.7,26.4,0.0,192.4,True,-1.0,Seawater,19.19,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""1131465"", ""readings"": {""temp_c"": 21.7, ""moisture"": 26.4, ""tds_ppm"": 0.0, ""water_dist_cm"": 192.4, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.19}}"
esp32_dht22,1144996,21.8,26.4,0.0,192.4,True,-1.0,Seawater,19.19,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""1144996"", ""readings"": {""temp_c"": 21.8, ""moisture"": 26.4, ""tds_ppm"": 0.0, ""water_dist_cm"": 192.4, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.19}}"
esp32_dht22,1158475,21.8,26.4,0.0,192.4,True,-1.0,Seawater,19.19,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""1158475"", ""readings"": {""temp_c"": 21.8, ""moisture"": 26.4, ""tds_ppm"": 0.0, ""water_dist_cm"": 192.4, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.19}}"
esp32_dht22,1172025,21.8,26.4,0.0,192.3,True,-1.0,Seawater,19.19,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""1172025"", ""readings"": {""temp_c"": 21.8, ""moisture"": 26.4, ""tds_ppm"": 0.0, ""water_dist_cm"": 192.3, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.19}}"
esp32_dht22,1185504,21.8,26.4,0.0,192.2,True,-1.0,Seawater,19.19,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""1185504"", ""readings"": {""temp_c"": 21.8, ""moisture"": 26.4, ""tds_ppm"": 0.0, ""water_dist_cm"": 192.2, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.19}}"
esp32_dht22,1198997,21.8,26.3,0.0,192.3,True,-1.0,Seawater,19.19,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""1198997"", ""readings"": {""temp_c"": 21.8, ""moisture"": 26.3, ""tds_ppm"": 0.0, ""water_dist_cm"": 192.3, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.19}}"
esp32_dht22,1212502,21.9,26.4,0.0,192.3,True,-1.0,Seawater,19.19,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""1212502"", ""readings"": {""temp_c"": 21.9, ""moisture"": 26.4, ""tds_ppm"": 0.0, ""water_dist_cm"": 192.3, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.19}}"
esp32_dht22,1226093,21.9,26.3,0.0,192.3,True,-1.0,Seawater,19.19,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""1226093"", ""readings"": {""temp_c"": 21.9, ""moisture"": 26.3, ""tds_ppm"": 0.0, ""water_dist_cm"": 192.3, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.19}}"
esp32_dht22,1239607,21.9,26.2,0.0,192.2,True,-1.0,Seawater,19.19,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""1239607"", ""readings"": {""temp_c"": 21.9, ""moisture"": 26.2, ""tds_ppm"": 0.0, ""water_dist_cm"": 192.2, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.19}}"
esp32_dht22,1253122,21.9,26.2,0.0,192.2,True,-1.0,Seawater,19.12,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""1253122"", ""readings"": {""temp_c"": 21.9, ""moisture"": 26.2, ""tds_ppm"": 0.0, ""water_dist_cm"": 192.2, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.12}}"
esp32_dht22,1266609,21.9,26.2,0.0,192.2,True,-1.0,Seawater,19.19,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""1266609"", ""readings"": {""temp_c"": 21.9, ""moisture"": 26.2, ""tds_ppm"": 0.0, ""water_dist_cm"": 192.2, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.19}}"
esp32_dht22,1280096,22.0,26.1,0.0,192.2,True,-1.0,Seawater,19.19,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""1280096"", ""readings"": {""temp_c"": 22.0, ""moisture"": 26.1, ""tds_ppm"": 0.0, ""water_dist_cm"": 192.2, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.19}}"
esp32_dht22,1716989,22.5,28.2,0.0,192.0,True,-1.0,Seawater,19.31,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""1716989"", ""readings"": {""temp_c"": 22.5, ""moisture"": 28.2, ""tds_ppm"": 0.0, ""water_dist_cm"": 192.0, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.31}}"
esp32_dht22,1730465,22.5,28.4,0.0,191.5,True,-1.0,Seawater,19.31,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""1730465"", ""readings"": {""temp_c"": 22.5, ""moisture"": 28.4, ""tds_ppm"": 0.0, ""water_dist_cm"": 191.5, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.31}}"
esp32_dht22,1744052,22.5,30.4,0.0,191.9,True,-1.0,Seawater,19.37,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""1744052"", ""readings"": {""temp_c"": 22.5, ""moisture"": 30.4, ""tds_ppm"": 0.0, ""water_dist_cm"": 191.9, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.37}}"
esp32_dht22,1757776,22.5,30.6,0.0,192.3,True,-1.0,Seawater,19.31,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""1757776"", ""readings"": {""temp_c"": 22.5, ""moisture"": 30.6, ""tds_ppm"": 0.0, ""water_dist_cm"": 192.3, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.31}}"
esp32_dht22,1771273,22.6,30.5,0.0,191.9,True,-1.0,Seawater,19.37,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""1771273"", ""readings"": {""temp_c"": 22.6, ""moisture"": 30.5, ""tds_ppm"": 0.0, ""water_dist_cm"": 191.9, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.37}}"
esp32_dht22,1784766,22.6,30.6,0.0,191.9,True,-1.0,Seawater,19.37,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""1784766"", ""readings"": {""temp_c"": 22.6, ""moisture"": 30.6, ""tds_ppm"": 0.0, ""water_dist_cm"": 191.9, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.37}}"
esp32_dht22,1798421,22.6,29.8,0.0,191.9,True,-1.0,Seawater,19.37,"{""device_id"": ""esp32_dht22"", ""timestamp"": ""1798421"", ""readings"": {""temp_c"": 22.6, ""moisture"": 29.8, ""tds_ppm"": 0.0, ""water_dist_cm"": 191.9, ""water_low"": true, ""salinity_ohm"": -1.0, ""salinity_type"": ""Seawater"", ""water_temp_c"": 19.37}}"
